,Cell,CompType,Count
12705,2418,Illegal Tree Damage,1
12706,2419,Illegal Tree Damage,4
12707,2420,Illegal Tree Damage,3
12708,2421,Illegal Tree Damage,5
12709,2422,Illegal Tree Damage,5
12710,2423,Illegal Tree Damage,4
12711,2517,Illegal Tree Damage,7
12712,2518,Illegal Tree Damage,9
12713,2519,Illegal Tree Damage,6
12714,2520,Illegal Tree Damage,7
12715,2521,Illegal Tree Damage,3
12716,2522,Illegal Tree Damage,4
12717,2523,Illegal Tree Damage,4
12718,2525,Illegal Tree Damage,4
12719,2526,Illegal Tree Damage,1
12720,2617,Illegal Tree Damage,3
12721,2618,Illegal Tree Damage,2
12722,2619,Illegal Tree Damage,7
12723,2620,Illegal Tree Damage,2
12724,2621,Illegal Tree Damage,5
12725,2623,Illegal Tree Damage,1
12726,2718,Illegal Tree Damage,1
12727,2719,Illegal Tree Damage,6
12728,2720,Illegal Tree Damage,7
12729,2721,Illegal Tree Damage,3
12730,2722,Illegal Tree Damage,2
12731,2819,Illegal Tree Damage,1
12732,2821,Illegal Tree Damage,1
12733,2822,Illegal Tree Damage,1
12734,2823,Illegal Tree Damage,1
12735,2919,Illegal Tree Damage,3
12736,2921,Illegal Tree Damage,3
12737,2922,Illegal Tree Damage,1
12738,0,Indoor Air Quality,1
12739,102,Indoor Air Quality,1
12740,202,Indoor Air Quality,1
12741,205,Indoor Air Quality,1
12742,302,Indoor Air Quality,1
12743,305,Indoor Air Quality,1
12744,306,Indoor Air Quality,2
12745,405,Indoor Air Quality,1
12746,406,Indoor Air Quality,4
12747,407,Indoor Air Quality,4
12748,408,Indoor Air Quality,2
12749,505,Indoor Air Quality,1
12750,508,Indoor Air Quality,3
12751,509,Indoor Air Quality,1
12752,513,Indoor Air Quality,2
12753,514,Indoor Air Quality,6
12754,515,Indoor Air Quality,9
12755,516,Indoor Air Quality,21
12756,517,Indoor Air Quality,4
12757,522,Indoor Air Quality,2
12758,523,Indoor Air Quality,12
12759,603,Indoor Air Quality,1
12760,604,Indoor Air Quality,1
12761,605,Indoor Air Quality,4
12762,606,Indoor Air Quality,1
12763,608,Indoor Air Quality,6
12764,609,Indoor Air Quality,4
12765,610,Indoor Air Quality,1
12766,614,Indoor Air Quality,6
12767,615,Indoor Air Quality,5
12768,616,Indoor Air Quality,38
12769,617,Indoor Air Quality,14
12770,618,Indoor Air Quality,2
12771,623,Indoor Air Quality,8
12772,624,Indoor Air Quality,13
12773,625,Indoor Air Quality,11
12774,626,Indoor Air Quality,6
12775,627,Indoor Air Quality,4
12776,704,Indoor Air Quality,1
12777,707,Indoor Air Quality,1
12778,709,Indoor Air Quality,3
12779,710,Indoor Air Quality,2
12780,713,Indoor Air Quality,1
12781,714,Indoor Air Quality,13
12782,715,Indoor Air Quality,5
12783,716,Indoor Air Quality,12
12784,717,Indoor Air Quality,6
12785,725,Indoor Air Quality,3
12786,726,Indoor Air Quality,1
12787,727,Indoor Air Quality,11
12788,728,Indoor Air Quality,5
12789,805,Indoor Air Quality,1
12790,806,Indoor Air Quality,1
12791,807,Indoor Air Quality,3
12792,808,Indoor Air Quality,1
12793,809,Indoor Air Quality,4
12794,810,Indoor Air Quality,3
12795,811,Indoor Air Quality,4
12796,812,Indoor Air Quality,17
12797,813,Indoor Air Quality,9
12798,814,Indoor Air Quality,11
12799,815,Indoor Air Quality,43
12800,816,Indoor Air Quality,21
12801,817,Indoor Air Quality,5
12802,818,Indoor Air Quality,4
12803,819,Indoor Air Quality,2
12804,824,Indoor Air Quality,1
12805,905,Indoor Air Quality,2
12806,906,Indoor Air Quality,3
12807,908,Indoor Air Quality,3
12808,909,Indoor Air Quality,5
12809,911,Indoor Air Quality,1
12810,912,Indoor Air Quality,25
12811,913,Indoor Air Quality,16
12812,914,Indoor Air Quality,11
12813,915,Indoor Air Quality,13
12814,916,Indoor Air Quality,13
12815,917,Indoor Air Quality,6
12816,918,Indoor Air Quality,6
12817,919,Indoor Air Quality,7
12818,920,Indoor Air Quality,1
12819,1005,Indoor Air Quality,2
12820,1006,Indoor Air Quality,3
12821,1007,Indoor Air Quality,3
12822,1008,Indoor Air Quality,1
12823,1009,Indoor Air Quality,6
12824,1012,Indoor Air Quality,9
12825,1013,Indoor Air Quality,17
12826,1014,Indoor Air Quality,9
12827,1015,Indoor Air Quality,26
12828,1016,Indoor Air Quality,32
12829,1017,Indoor Air Quality,15
12830,1018,Indoor Air Quality,5
12831,1019,Indoor Air Quality,4
12832,1020,Indoor Air Quality,7
12833,1025,Indoor Air Quality,1
12834,1113,Indoor Air Quality,2
12835,1114,Indoor Air Quality,3
12836,1115,Indoor Air Quality,11
12837,1116,Indoor Air Quality,52
12838,1117,Indoor Air Quality,17
12839,1118,Indoor Air Quality,19
12840,1119,Indoor Air Quality,4
12841,1120,Indoor Air Quality,9
12842,1121,Indoor Air Quality,1
12843,1122,Indoor Air Quality,3
12844,1123,Indoor Air Quality,3
12845,1127,Indoor Air Quality,1
12846,1129,Indoor Air Quality,2
12847,1213,Indoor Air Quality,7
12848,1214,Indoor Air Quality,23
12849,1215,Indoor Air Quality,37
12850,1216,Indoor Air Quality,68
12851,1217,Indoor Air Quality,44
12852,1218,Indoor Air Quality,49
12853,1219,Indoor Air Quality,7
12854,1220,Indoor Air Quality,9
12855,1221,Indoor Air Quality,7
12856,1222,Indoor Air Quality,2
12857,1223,Indoor Air Quality,2
12858,1224,Indoor Air Quality,4
12859,1225,Indoor Air Quality,2
12860,1226,Indoor Air Quality,6
12861,1227,Indoor Air Quality,1
12862,1228,Indoor Air Quality,3
12863,1313,Indoor Air Quality,3
12864,1314,Indoor Air Quality,34
12865,1315,Indoor Air Quality,59
12866,1316,Indoor Air Quality,37
12867,1317,Indoor Air Quality,26
12868,1318,Indoor Air Quality,27
12869,1319,Indoor Air Quality,10
12870,1320,Indoor Air Quality,5
12871,1321,Indoor Air Quality,11
12872,1322,Indoor Air Quality,6
12873,1323,Indoor Air Quality,7
12874,1324,Indoor Air Quality,8
12875,1325,Indoor Air Quality,6
12876,1326,Indoor Air Quality,5
12877,1327,Indoor Air Quality,4
12878,1413,Indoor Air Quality,9
12879,1414,Indoor Air Quality,10
12880,1415,Indoor Air Quality,18
12881,1416,Indoor Air Quality,12
12882,1417,Indoor Air Quality,29
12883,1418,Indoor Air Quality,35
12884,1419,Indoor Air Quality,26
12885,1420,Indoor Air Quality,10
12886,1421,Indoor Air Quality,1
12887,1422,Indoor Air Quality,4
12888,1423,Indoor Air Quality,8
12889,1424,Indoor Air Quality,10
12890,1425,Indoor Air Quality,13
12891,1426,Indoor Air Quality,4
12892,1427,Indoor Air Quality,3
12893,1428,Indoor Air Quality,4
12894,1513,Indoor Air Quality,63
12895,1514,Indoor Air Quality,20
12896,1515,Indoor Air Quality,6
12897,1516,Indoor Air Quality,23
12898,1517,Indoor Air Quality,19
12899,1518,Indoor Air Quality,8
12900,1519,Indoor Air Quality,8
12901,1520,Indoor Air Quality,1
12902,1521,Indoor Air Quality,2
12903,1522,Indoor Air Quality,1
12904,1523,Indoor Air Quality,14
12905,1524,Indoor Air Quality,9
12906,1525,Indoor Air Quality,18
12907,1526,Indoor Air Quality,8
12908,1527,Indoor Air Quality,3
12909,1528,Indoor Air Quality,6
12910,1529,Indoor Air Quality,1
12911,1613,Indoor Air Quality,18
12912,1614,Indoor Air Quality,106
12913,1615,Indoor Air Quality,79
12914,1616,Indoor Air Quality,10
12915,1617,Indoor Air Quality,11
12916,1619,Indoor Air Quality,6
12917,1620,Indoor Air Quality,3
12918,1621,Indoor Air Quality,10
12919,1622,Indoor Air Quality,39
12920,1623,Indoor Air Quality,4
12921,1624,Indoor Air Quality,11
12922,1625,Indoor Air Quality,2
12923,1627,Indoor Air Quality,2
12924,1628,Indoor Air Quality,3
12925,1629,Indoor Air Quality,1
12926,1713,Indoor Air Quality,26
12927,1714,Indoor Air Quality,76
12928,1715,Indoor Air Quality,67
12929,1716,Indoor Air Quality,19
12930,1717,Indoor Air Quality,2
12931,1718,Indoor Air Quality,14
12932,1719,Indoor Air Quality,11
12933,1720,Indoor Air Quality,10
12934,1721,Indoor Air Quality,19
12935,1722,Indoor Air Quality,10
12936,1723,Indoor Air Quality,3
12937,1724,Indoor Air Quality,3
12938,1726,Indoor Air Quality,2
12939,1727,Indoor Air Quality,4
12940,1728,Indoor Air Quality,1
12941,1729,Indoor Air Quality,1
12942,1813,Indoor Air Quality,12
12943,1814,Indoor Air Quality,73
12944,1815,Indoor Air Quality,95
12945,1816,Indoor Air Quality,18
12946,1817,Indoor Air Quality,7
12947,1818,Indoor Air Quality,15
12948,1819,Indoor Air Quality,10
12949,1820,Indoor Air Quality,40
12950,1821,Indoor Air Quality,18
12951,1822,Indoor Air Quality,1
12952,1823,Indoor Air Quality,16
12953,1824,Indoor Air Quality,4
12954,1825,Indoor Air Quality,2
12955,1826,Indoor Air Quality,8
12956,1827,Indoor Air Quality,2
12957,1828,Indoor Air Quality,1
12958,1829,Indoor Air Quality,25
12959,1914,Indoor Air Quality,51
12960,1915,Indoor Air Quality,66
12961,1916,Indoor Air Quality,87
12962,1917,Indoor Air Quality,9
12963,1918,Indoor Air Quality,20
12964,1919,Indoor Air Quality,10
12965,1920,Indoor Air Quality,2
12966,1921,Indoor Air Quality,1
12967,1923,Indoor Air Quality,9
12968,1924,Indoor Air Quality,4
12969,1925,Indoor Air Quality,2
12970,1926,Indoor Air Quality,1
12971,1928,Indoor Air Quality,1
12972,1929,Indoor Air Quality,3
12973,2014,Indoor Air Quality,6
12974,2015,Indoor Air Quality,71
12975,2016,Indoor Air Quality,91
12976,2017,Indoor Air Quality,28
12977,2018,Indoor Air Quality,8
12978,2019,Indoor Air Quality,4
12979,2022,Indoor Air Quality,7
12980,2024,Indoor Air Quality,4
12981,2026,Indoor Air Quality,15
12982,2115,Indoor Air Quality,81
12983,2116,Indoor Air Quality,31
12984,2117,Indoor Air Quality,97
12985,2118,Indoor Air Quality,1
12986,2122,Indoor Air Quality,6
12987,2123,Indoor Air Quality,5
12988,2124,Indoor Air Quality,1
12989,2215,Indoor Air Quality,2
12990,2216,Indoor Air Quality,52
12991,2217,Indoor Air Quality,34
12992,2218,Indoor Air Quality,18
12993,2219,Indoor Air Quality,4
12994,2220,Indoor Air Quality,2
12995,2221,Indoor Air Quality,1
12996,2222,Indoor Air Quality,2
12997,2223,Indoor Air Quality,2
12998,2316,Indoor Air Quality,160
12999,2317,Indoor Air Quality,58
13000,2318,Indoor Air Quality,33
13001,2319,Indoor Air Quality,13
13002,2320,Indoor Air Quality,27
13003,2321,Indoor Air Quality,9
13004,2322,Indoor Air Quality,5
13005,2323,Indoor Air Quality,1
13006,2324,Indoor Air Quality,2
13007,2416,Indoor Air Quality,1
13008,2417,Indoor Air Quality,53
13009,2418,Indoor Air Quality,47
13010,2419,Indoor Air Quality,19
13011,2420,Indoor Air Quality,16
13012,2421,Indoor Air Quality,18
13013,2422,Indoor Air Quality,11
13014,2423,Indoor Air Quality,1
13015,2424,Indoor Air Quality,2
13016,2517,Indoor Air Quality,32
13017,2518,Indoor Air Quality,16
13018,2519,Indoor Air Quality,39
13019,2520,Indoor Air Quality,18
13020,2521,Indoor Air Quality,18
13021,2522,Indoor Air Quality,9
13022,2523,Indoor Air Quality,10
13023,2526,Indoor Air Quality,4
13024,2617,Indoor Air Quality,4
13025,2618,Indoor Air Quality,135
13026,2619,Indoor Air Quality,23
13027,2620,Indoor Air Quality,17
13028,2621,Indoor Air Quality,24
13029,2622,Indoor Air Quality,1
13030,2623,Indoor Air Quality,4
13031,2624,Indoor Air Quality,3
13032,2718,Indoor Air Quality,2
13033,2719,Indoor Air Quality,21
13034,2720,Indoor Air Quality,26
13035,2721,Indoor Air Quality,19
13036,2722,Indoor Air Quality,9
13037,2723,Indoor Air Quality,9
13038,2818,Indoor Air Quality,1
13039,2819,Indoor Air Quality,20
13040,2820,Indoor Air Quality,3
13041,2821,Indoor Air Quality,12
13042,2822,Indoor Air Quality,13
13043,2823,Indoor Air Quality,4
13044,2919,Indoor Air Quality,4
13045,2921,Indoor Air Quality,3
13046,2922,Indoor Air Quality,5
13047,102,Indoor Sewage,1
13048,205,Indoor Sewage,1
13049,303,Indoor Sewage,1
13050,305,Indoor Sewage,1
13051,306,Indoor Sewage,1
13052,404,Indoor Sewage,1
13053,405,Indoor Sewage,1
13054,407,Indoor Sewage,2
13055,408,Indoor Sewage,6
13056,508,Indoor Sewage,2
13057,509,Indoor Sewage,1
13058,514,Indoor Sewage,7
13059,515,Indoor Sewage,2
13060,516,Indoor Sewage,4
13061,522,Indoor Sewage,1
13062,523,Indoor Sewage,4
13063,606,Indoor Sewage,1
13064,608,Indoor Sewage,2
13065,609,Indoor Sewage,1
13066,610,Indoor Sewage,1
13067,614,Indoor Sewage,1
13068,615,Indoor Sewage,9
13069,616,Indoor Sewage,9
13070,617,Indoor Sewage,1
13071,618,Indoor Sewage,1
13072,625,Indoor Sewage,1
13073,626,Indoor Sewage,1
13074,627,Indoor Sewage,3
13075,704,Indoor Sewage,1
13076,706,Indoor Sewage,1
13077,707,Indoor Sewage,1
13078,713,Indoor Sewage,3
13079,714,Indoor Sewage,3
13080,715,Indoor Sewage,2
13081,716,Indoor Sewage,10
13082,717,Indoor Sewage,1
13083,725,Indoor Sewage,3
13084,726,Indoor Sewage,1
13085,727,Indoor Sewage,6
13086,728,Indoor Sewage,2
13087,805,Indoor Sewage,1
13088,806,Indoor Sewage,3
13089,809,Indoor Sewage,4
13090,810,Indoor Sewage,2
13091,812,Indoor Sewage,3
13092,814,Indoor Sewage,4
13093,815,Indoor Sewage,4
13094,816,Indoor Sewage,3
13095,817,Indoor Sewage,6
13096,818,Indoor Sewage,4
13097,819,Indoor Sewage,2
13098,824,Indoor Sewage,1
13099,827,Indoor Sewage,1
13100,904,Indoor Sewage,1
13101,905,Indoor Sewage,4
13102,906,Indoor Sewage,2
13103,907,Indoor Sewage,1
13104,909,Indoor Sewage,3
13105,910,Indoor Sewage,1
13106,912,Indoor Sewage,8
13107,913,Indoor Sewage,6
13108,915,Indoor Sewage,2
13109,916,Indoor Sewage,3
13110,917,Indoor Sewage,2
13111,918,Indoor Sewage,2
13112,919,Indoor Sewage,5
13113,920,Indoor Sewage,6
13114,1005,Indoor Sewage,2
13115,1007,Indoor Sewage,1
13116,1009,Indoor Sewage,14
13117,1012,Indoor Sewage,1
13118,1013,Indoor Sewage,7
13119,1014,Indoor Sewage,6
13120,1015,Indoor Sewage,1
13121,1016,Indoor Sewage,16
13122,1017,Indoor Sewage,26
13123,1018,Indoor Sewage,8
13124,1019,Indoor Sewage,11
13125,1020,Indoor Sewage,3
13126,1113,Indoor Sewage,4
13127,1114,Indoor Sewage,2
13128,1116,Indoor Sewage,17
13129,1117,Indoor Sewage,4
13130,1118,Indoor Sewage,7
13131,1119,Indoor Sewage,10
13132,1120,Indoor Sewage,5
13133,1121,Indoor Sewage,2
13134,1122,Indoor Sewage,2
13135,1127,Indoor Sewage,2
13136,1213,Indoor Sewage,1
13137,1214,Indoor Sewage,2
13138,1215,Indoor Sewage,2
13139,1216,Indoor Sewage,17
13140,1217,Indoor Sewage,16
13141,1218,Indoor Sewage,30
13142,1219,Indoor Sewage,8
13143,1220,Indoor Sewage,16
13144,1221,Indoor Sewage,7
13145,1222,Indoor Sewage,2
13146,1224,Indoor Sewage,2
13147,1225,Indoor Sewage,3
13148,1226,Indoor Sewage,3
13149,1227,Indoor Sewage,3
13150,1228,Indoor Sewage,1
13151,1313,Indoor Sewage,1
13152,1314,Indoor Sewage,5
13153,1315,Indoor Sewage,9
13154,1316,Indoor Sewage,6
13155,1317,Indoor Sewage,16
13156,1318,Indoor Sewage,11
13157,1319,Indoor Sewage,12
13158,1320,Indoor Sewage,9
13159,1321,Indoor Sewage,4
13160,1322,Indoor Sewage,3
13161,1323,Indoor Sewage,9
13162,1324,Indoor Sewage,8
13163,1325,Indoor Sewage,5
13164,1326,Indoor Sewage,4
13165,1327,Indoor Sewage,3
13166,1328,Indoor Sewage,2
13167,1329,Indoor Sewage,1
13168,1414,Indoor Sewage,2
13169,1417,Indoor Sewage,9
13170,1418,Indoor Sewage,21
13171,1419,Indoor Sewage,14
13172,1420,Indoor Sewage,1
13173,1421,Indoor Sewage,3
13174,1422,Indoor Sewage,3
13175,1423,Indoor Sewage,4
13176,1424,Indoor Sewage,7
13177,1425,Indoor Sewage,3
13178,1426,Indoor Sewage,6
13179,1427,Indoor Sewage,4
13180,1428,Indoor Sewage,10
13181,1429,Indoor Sewage,1
13182,1513,Indoor Sewage,5
13183,1514,Indoor Sewage,4
13184,1515,Indoor Sewage,4
13185,1516,Indoor Sewage,1
13186,1517,Indoor Sewage,3
13187,1519,Indoor Sewage,2
13188,1521,Indoor Sewage,3
13189,1523,Indoor Sewage,1
13190,1524,Indoor Sewage,6
13191,1525,Indoor Sewage,1
13192,1526,Indoor Sewage,5
13193,1527,Indoor Sewage,11
13194,1528,Indoor Sewage,3
13195,1529,Indoor Sewage,1
13196,1613,Indoor Sewage,1
13197,1614,Indoor Sewage,8
13198,1615,Indoor Sewage,6
13199,1616,Indoor Sewage,3
13200,1619,Indoor Sewage,1
13201,1620,Indoor Sewage,1
13202,1621,Indoor Sewage,4
13203,1622,Indoor Sewage,1
13204,1623,Indoor Sewage,2
13205,1624,Indoor Sewage,10
13206,1625,Indoor Sewage,1
13207,1627,Indoor Sewage,1
13208,1628,Indoor Sewage,1
13209,1713,Indoor Sewage,4
13210,1714,Indoor Sewage,13
13211,1715,Indoor Sewage,2
13212,1718,Indoor Sewage,10
13213,1719,Indoor Sewage,2
13214,1720,Indoor Sewage,2
13215,1721,Indoor Sewage,4
13216,1722,Indoor Sewage,1
13217,1724,Indoor Sewage,2
13218,1727,Indoor Sewage,2
13219,1730,Indoor Sewage,1
13220,1814,Indoor Sewage,4
13221,1815,Indoor Sewage,14
13222,1817,Indoor Sewage,2
13223,1818,Indoor Sewage,1
13224,1819,Indoor Sewage,4
13225,1820,Indoor Sewage,3
13226,1821,Indoor Sewage,5
13227,1823,Indoor Sewage,3
13228,1824,Indoor Sewage,1
13229,1827,Indoor Sewage,1
13230,1829,Indoor Sewage,1
13231,1914,Indoor Sewage,1
13232,1915,Indoor Sewage,9
13233,1916,Indoor Sewage,5
13234,1917,Indoor Sewage,4
13235,1918,Indoor Sewage,2
13236,1919,Indoor Sewage,2
13237,1920,Indoor Sewage,1
13238,1921,Indoor Sewage,4
13239,1925,Indoor Sewage,2
13240,1926,Indoor Sewage,3
13241,1928,Indoor Sewage,2
13242,2015,Indoor Sewage,8
13243,2016,Indoor Sewage,12
13244,2017,Indoor Sewage,2
13245,2018,Indoor Sewage,5
13246,2022,Indoor Sewage,1
13247,2024,Indoor Sewage,2
13248,2025,Indoor Sewage,2
13249,2115,Indoor Sewage,3
13250,2116,Indoor Sewage,10
13251,2117,Indoor Sewage,13
13252,2124,Indoor Sewage,2
13253,2125,Indoor Sewage,1
13254,2216,Indoor Sewage,6
13255,2217,Indoor Sewage,9
13256,2219,Indoor Sewage,2
13257,2221,Indoor Sewage,2
13258,2222,Indoor Sewage,3
13259,2316,Indoor Sewage,2
13260,2317,Indoor Sewage,16
13261,2318,Indoor Sewage,9
13262,2319,Indoor Sewage,14
13263,2320,Indoor Sewage,10
13264,2321,Indoor Sewage,8
13265,2322,Indoor Sewage,4
13266,2323,Indoor Sewage,6
13267,2324,Indoor Sewage,2
13268,2416,Indoor Sewage,5
13269,2417,Indoor Sewage,8
13270,2418,Indoor Sewage,9
13271,2419,Indoor Sewage,11
13272,2420,Indoor Sewage,2
13273,2421,Indoor Sewage,5
13274,2422,Indoor Sewage,4
13275,2423,Indoor Sewage,3
13276,2517,Indoor Sewage,9
13277,2518,Indoor Sewage,3
13278,2519,Indoor Sewage,10
13279,2520,Indoor Sewage,7
13280,2521,Indoor Sewage,1
13281,2617,Indoor Sewage,3
13282,2618,Indoor Sewage,8
13283,2619,Indoor Sewage,9
13284,2620,Indoor Sewage,2
13285,2621,Indoor Sewage,1
13286,2622,Indoor Sewage,1
13287,2623,Indoor Sewage,3
13288,2719,Indoor Sewage,5
13289,2720,Indoor Sewage,8
13290,2721,Indoor Sewage,12
13291,2722,Indoor Sewage,14
13292,2723,Indoor Sewage,7
13293,2819,Indoor Sewage,2
13294,2820,Indoor Sewage,1
13295,2821,Indoor Sewage,4
13296,2822,Indoor Sewage,6
13297,2823,Indoor Sewage,6
13298,2919,Indoor Sewage,7
13299,2921,Indoor Sewage,2
13300,2922,Indoor Sewage,2
13301,0,Industrial Waste,1
13302,100,Industrial Waste,1
13303,102,Industrial Waste,3
13304,103,Industrial Waste,1
13305,104,Industrial Waste,1
13306,201,Industrial Waste,2
13307,202,Industrial Waste,2
13308,203,Industrial Waste,2
13309,204,Industrial Waste,1
13310,205,Industrial Waste,3
13311,206,Industrial Waste,1
13312,301,Industrial Waste,1
13313,302,Industrial Waste,5
13314,303,Industrial Waste,5
13315,304,Industrial Waste,3
13316,305,Industrial Waste,6
13317,306,Industrial Waste,5
13318,403,Industrial Waste,1
13319,404,Industrial Waste,3
13320,405,Industrial Waste,3
13321,406,Industrial Waste,1
13322,407,Industrial Waste,2
13323,408,Industrial Waste,3
13324,504,Industrial Waste,1
13325,506,Industrial Waste,6
13326,507,Industrial Waste,5
13327,508,Industrial Waste,1
13328,513,Industrial Waste,4
13329,514,Industrial Waste,8
13330,515,Industrial Waste,1
13331,516,Industrial Waste,8
13332,517,Industrial Waste,2
13333,522,Industrial Waste,5
13334,523,Industrial Waste,1
13335,605,Industrial Waste,3
13336,606,Industrial Waste,4
13337,608,Industrial Waste,1
13338,609,Industrial Waste,7
13339,610,Industrial Waste,2
13340,614,Industrial Waste,1
13341,615,Industrial Waste,5
13342,616,Industrial Waste,16
13343,617,Industrial Waste,3
13344,618,Industrial Waste,4
13345,619,Industrial Waste,1
13346,623,Industrial Waste,1
13347,624,Industrial Waste,8
13348,625,Industrial Waste,2
13349,627,Industrial Waste,1
13350,703,Industrial Waste,1
13351,704,Industrial Waste,1
13352,705,Industrial Waste,2
13353,706,Industrial Waste,1
13354,707,Industrial Waste,2
13355,708,Industrial Waste,3
13356,709,Industrial Waste,12
13357,710,Industrial Waste,1
13358,714,Industrial Waste,5
13359,715,Industrial Waste,8
13360,716,Industrial Waste,8
13361,717,Industrial Waste,2
13362,718,Industrial Waste,2
13363,719,Industrial Waste,1
13364,724,Industrial Waste,3
13365,725,Industrial Waste,1
13366,726,Industrial Waste,2
13367,727,Industrial Waste,7
13368,728,Industrial Waste,1
13369,804,Industrial Waste,3
13370,805,Industrial Waste,3
13371,806,Industrial Waste,4
13372,808,Industrial Waste,4
13373,809,Industrial Waste,3
13374,810,Industrial Waste,1
13375,812,Industrial Waste,3
13376,813,Industrial Waste,1
13377,814,Industrial Waste,1
13378,815,Industrial Waste,5
13379,816,Industrial Waste,4
13380,817,Industrial Waste,7
13381,818,Industrial Waste,7
13382,905,Industrial Waste,2
13383,906,Industrial Waste,5
13384,907,Industrial Waste,2
13385,908,Industrial Waste,1
13386,909,Industrial Waste,2
13387,910,Industrial Waste,1
13388,912,Industrial Waste,7
13389,913,Industrial Waste,5
13390,914,Industrial Waste,3
13391,915,Industrial Waste,3
13392,916,Industrial Waste,2
13393,917,Industrial Waste,5
13394,918,Industrial Waste,3
13395,919,Industrial Waste,4
13396,1004,Industrial Waste,1
13397,1005,Industrial Waste,3
13398,1006,Industrial Waste,8
13399,1007,Industrial Waste,2
13400,1009,Industrial Waste,6
13401,1010,Industrial Waste,1
13402,1012,Industrial Waste,2
13403,1013,Industrial Waste,10
13404,1014,Industrial Waste,3
13405,1015,Industrial Waste,8
13406,1016,Industrial Waste,10
13407,1018,Industrial Waste,3
13408,1019,Industrial Waste,5
13409,1020,Industrial Waste,1
13410,1023,Industrial Waste,1
13411,1028,Industrial Waste,1
13412,1113,Industrial Waste,7
13413,1114,Industrial Waste,6
13414,1115,Industrial Waste,1
13415,1116,Industrial Waste,2
13416,1117,Industrial Waste,2
13417,1118,Industrial Waste,3
13418,1119,Industrial Waste,4
13419,1120,Industrial Waste,3
13420,1121,Industrial Waste,1
13421,1123,Industrial Waste,4
13422,1126,Industrial Waste,2
13423,1127,Industrial Waste,3
13424,1213,Industrial Waste,1
13425,1214,Industrial Waste,17
13426,1215,Industrial Waste,6
13427,1216,Industrial Waste,2
13428,1217,Industrial Waste,4
13429,1218,Industrial Waste,1
13430,1219,Industrial Waste,7
13431,1220,Industrial Waste,1
13432,1221,Industrial Waste,4
13433,1222,Industrial Waste,2
13434,1223,Industrial Waste,1
13435,1224,Industrial Waste,4
13436,1225,Industrial Waste,8
13437,1226,Industrial Waste,1
13438,1227,Industrial Waste,2
13439,1228,Industrial Waste,4
13440,1229,Industrial Waste,2
13441,1313,Industrial Waste,5
13442,1314,Industrial Waste,13
13443,1315,Industrial Waste,8
13444,1316,Industrial Waste,18
13445,1317,Industrial Waste,4
13446,1318,Industrial Waste,8
13447,1319,Industrial Waste,3
13448,1320,Industrial Waste,7
13449,1321,Industrial Waste,12
13450,1322,Industrial Waste,4
13451,1323,Industrial Waste,8
13452,1324,Industrial Waste,3
13453,1325,Industrial Waste,6
13454,1326,Industrial Waste,1
13455,1327,Industrial Waste,1
13456,1328,Industrial Waste,1
13457,1329,Industrial Waste,2
13458,1413,Industrial Waste,1
13459,1414,Industrial Waste,5
13460,1415,Industrial Waste,3
13461,1416,Industrial Waste,6
13462,1417,Industrial Waste,16
13463,1418,Industrial Waste,5
13464,1419,Industrial Waste,5
13465,1420,Industrial Waste,3
13466,1421,Industrial Waste,1
13467,1422,Industrial Waste,4
13468,1423,Industrial Waste,5
13469,1424,Industrial Waste,5
13470,1425,Industrial Waste,11
13471,1426,Industrial Waste,3
13472,1427,Industrial Waste,2
13473,1429,Industrial Waste,1
13474,1513,Industrial Waste,31
13475,1514,Industrial Waste,6
13476,1515,Industrial Waste,3
13477,1516,Industrial Waste,36
13478,1517,Industrial Waste,13
13479,1518,Industrial Waste,9
13480,1519,Industrial Waste,7
13481,1521,Industrial Waste,5
13482,1522,Industrial Waste,1
13483,1523,Industrial Waste,5
13484,1524,Industrial Waste,3
13485,1525,Industrial Waste,9
13486,1526,Industrial Waste,6
13487,1527,Industrial Waste,2
13488,1528,Industrial Waste,4
13489,1529,Industrial Waste,1
13490,1613,Industrial Waste,9
13491,1614,Industrial Waste,16
13492,1615,Industrial Waste,9
13493,1616,Industrial Waste,9
13494,1617,Industrial Waste,7
13495,1619,Industrial Waste,10
13496,1620,Industrial Waste,5
13497,1621,Industrial Waste,5
13498,1622,Industrial Waste,4
13499,1623,Industrial Waste,8
13500,1624,Industrial Waste,2
13501,1625,Industrial Waste,4
13502,1627,Industrial Waste,1
13503,1628,Industrial Waste,5
13504,1629,Industrial Waste,3
13505,1713,Industrial Waste,7
13506,1714,Industrial Waste,18
13507,1715,Industrial Waste,9
13508,1716,Industrial Waste,6
13509,1717,Industrial Waste,10
13510,1718,Industrial Waste,7
13511,1719,Industrial Waste,2
13512,1720,Industrial Waste,1
13513,1721,Industrial Waste,7
13514,1722,Industrial Waste,1
13515,1724,Industrial Waste,1
13516,1725,Industrial Waste,4
13517,1728,Industrial Waste,1
13518,1729,Industrial Waste,1
13519,1730,Industrial Waste,4
13520,1813,Industrial Waste,2
13521,1814,Industrial Waste,14
13522,1815,Industrial Waste,14
13523,1816,Industrial Waste,5
13524,1817,Industrial Waste,19
13525,1818,Industrial Waste,6
13526,1819,Industrial Waste,4
13527,1820,Industrial Waste,6
13528,1821,Industrial Waste,6
13529,1822,Industrial Waste,3
13530,1823,Industrial Waste,5
13531,1824,Industrial Waste,8
13532,1825,Industrial Waste,2
