,Cell,CompType,Count
988,1217,Asbestos,17
989,1218,Asbestos,6
990,1219,Asbestos,2
991,1220,Asbestos,5
992,1221,Asbestos,1
993,1224,Asbestos,2
994,1225,Asbestos,3
995,1226,Asbestos,6
996,1227,Asbestos,2
997,1313,Asbestos,4
998,1314,Asbestos,45
999,1315,Asbestos,11
1000,1316,Asbestos,10
1001,1317,Asbestos,27
1002,1318,Asbestos,9
1003,1319,Asbestos,8
1004,1320,Asbestos,5
1005,1321,Asbestos,6
1006,1322,Asbestos,2
1007,1324,Asbestos,2
1008,1325,Asbestos,3
1009,1326,Asbestos,3
1010,1327,Asbestos,2
1011,1414,Asbestos,9
1012,1415,Asbestos,12
1013,1416,Asbestos,16
1014,1417,Asbestos,6
1015,1418,Asbestos,18
1016,1419,Asbestos,6
1017,1420,Asbestos,1
1018,1421,Asbestos,2
1019,1422,Asbestos,1
1020,1423,Asbestos,6
1021,1424,Asbestos,2
1022,1425,Asbestos,1
1023,1426,Asbestos,3
1024,1427,Asbestos,4
1025,1429,Asbestos,1
1026,1513,Asbestos,22
1027,1514,Asbestos,11
1028,1515,Asbestos,7
1029,1516,Asbestos,15
1030,1517,Asbestos,13
1031,1518,Asbestos,11
1032,1519,Asbestos,5
1033,1520,Asbestos,2
1034,1521,Asbestos,2
1035,1522,Asbestos,1
1036,1523,Asbestos,9
1037,1524,Asbestos,5
1038,1525,Asbestos,5
1039,1526,Asbestos,2
1040,1527,Asbestos,1
1041,1528,Asbestos,4
1042,1613,Asbestos,7
1043,1614,Asbestos,39
1044,1615,Asbestos,27
1045,1616,Asbestos,10
1046,1617,Asbestos,17
1047,1618,Asbestos,2
1048,1619,Asbestos,3
1049,1620,Asbestos,9
1050,1621,Asbestos,8
1051,1622,Asbestos,4
1052,1624,Asbestos,5
1053,1625,Asbestos,1
1054,1627,Asbestos,1
1055,1628,Asbestos,3
1056,1629,Asbestos,1
1057,1713,Asbestos,3
1058,1714,Asbestos,48
1059,1715,Asbestos,26
1060,1716,Asbestos,7
1061,1717,Asbestos,2
1062,1718,Asbestos,3
1063,1719,Asbestos,3
1064,1720,Asbestos,6
1065,1721,Asbestos,8
1066,1723,Asbestos,1
1067,1724,Asbestos,2
1068,1726,Asbestos,2
1069,1727,Asbestos,1
1070,1729,Asbestos,3
1071,1730,Asbestos,1
1072,1813,Asbestos,2
1073,1814,Asbestos,36
1074,1815,Asbestos,44
1075,1816,Asbestos,10
1076,1817,Asbestos,11
1077,1818,Asbestos,5
1078,1819,Asbestos,5
1079,1820,Asbestos,19
1080,1821,Asbestos,9
1081,1823,Asbestos,7
1082,1824,Asbestos,5
1083,1825,Asbestos,4
1084,1826,Asbestos,2
1085,1827,Asbestos,4
1086,1828,Asbestos,2
1087,1829,Asbestos,2
1088,1914,Asbestos,15
1089,1915,Asbestos,24
1090,1916,Asbestos,36
1091,1917,Asbestos,2
1092,1918,Asbestos,14
1093,1919,Asbestos,3
1094,1920,Asbestos,1
1095,1921,Asbestos,2
1096,1922,Asbestos,1
1097,1923,Asbestos,6
1098,1924,Asbestos,1
1099,1925,Asbestos,1
1100,1927,Asbestos,2
1101,1928,Asbestos,8
1102,2014,Asbestos,11
1103,2015,Asbestos,32
1104,2016,Asbestos,24
1105,2017,Asbestos,9
1106,2018,Asbestos,4
1107,2019,Asbestos,4
1108,2022,Asbestos,1
1109,2023,Asbestos,2
1110,2024,Asbestos,5
1111,2026,Asbestos,2
1112,2028,Asbestos,1
1113,2115,Asbestos,40
1114,2116,Asbestos,19
1115,2117,Asbestos,16
1116,2123,Asbestos,2
1117,2124,Asbestos,5
1118,2125,Asbestos,1
1119,2216,Asbestos,23
1120,2217,Asbestos,23
1121,2218,Asbestos,5
1122,2219,Asbestos,3
1123,2220,Asbestos,1
1124,2221,Asbestos,1
1125,2222,Asbestos,1
1126,2316,Asbestos,10
1127,2317,Asbestos,15
1128,2318,Asbestos,7
1129,2319,Asbestos,6
1130,2320,Asbestos,7
1131,2321,Asbestos,2
1132,2322,Asbestos,5
1133,2323,Asbestos,2
1134,2324,Asbestos,5
1135,2417,Asbestos,22
1136,2418,Asbestos,5
1137,2419,Asbestos,3
1138,2420,Asbestos,8
1139,2421,Asbestos,8
1140,2422,Asbestos,8
1141,2423,Asbestos,9
1142,2424,Asbestos,1
1143,2517,Asbestos,19
1144,2518,Asbestos,12
1145,2519,Asbestos,6
1146,2520,Asbestos,6
1147,2521,Asbestos,3
1148,2522,Asbestos,3
1149,2523,Asbestos,2
1150,2525,Asbestos,1
1151,2617,Asbestos,3
1152,2618,Asbestos,10
1153,2619,Asbestos,8
1154,2620,Asbestos,8
1155,2621,Asbestos,2
1156,2622,Asbestos,2
1157,2623,Asbestos,2
1158,2624,Asbestos,1
1159,2718,Asbestos,2
1160,2719,Asbestos,12
1161,2720,Asbestos,6
1162,2721,Asbestos,5
1163,2722,Asbestos,11
1164,2723,Asbestos,5
1165,2819,Asbestos,10
1166,2820,Asbestos,2
1167,2821,Asbestos,2
1168,2822,Asbestos,3
1169,2823,Asbestos,1
1170,2919,Asbestos,5
1171,2921,Asbestos,5
1172,2922,Asbestos,3
1173,3019,Asbestos,1
1174,1,Beach/Pool/Sauna Complaint,1
1175,304,Beach/Pool/Sauna Complaint,2
1176,305,Beach/Pool/Sauna Complaint,1
1177,408,Beach/Pool/Sauna Complaint,1
1178,419,Beach/Pool/Sauna Complaint,1
1179,509,Beach/Pool/Sauna Complaint,1
1180,513,Beach/Pool/Sauna Complaint,1
1181,514,Beach/Pool/Sauna Complaint,6
1182,515,Beach/Pool/Sauna Complaint,1
1183,516,Beach/Pool/Sauna Complaint,6
1184,521,Beach/Pool/Sauna Complaint,2
1185,522,Beach/Pool/Sauna Complaint,3
1186,603,Beach/Pool/Sauna Complaint,1
1187,608,Beach/Pool/Sauna Complaint,2
1188,609,Beach/Pool/Sauna Complaint,2
1189,616,Beach/Pool/Sauna Complaint,1
1190,617,Beach/Pool/Sauna Complaint,2
1191,618,Beach/Pool/Sauna Complaint,1
1192,624,Beach/Pool/Sauna Complaint,2
1193,707,Beach/Pool/Sauna Complaint,1
1194,714,Beach/Pool/Sauna Complaint,1
1195,719,Beach/Pool/Sauna Complaint,1
1196,727,Beach/Pool/Sauna Complaint,1
1197,728,Beach/Pool/Sauna Complaint,1
1198,805,Beach/Pool/Sauna Complaint,1
1199,806,Beach/Pool/Sauna Complaint,1
1200,808,Beach/Pool/Sauna Complaint,1
1201,810,Beach/Pool/Sauna Complaint,1
1202,905,Beach/Pool/Sauna Complaint,2
1203,907,Beach/Pool/Sauna Complaint,1
1204,912,Beach/Pool/Sauna Complaint,1
1205,915,Beach/Pool/Sauna Complaint,1
1206,918,Beach/Pool/Sauna Complaint,1
1207,1006,Beach/Pool/Sauna Complaint,2
1208,1013,Beach/Pool/Sauna Complaint,1
1209,1014,Beach/Pool/Sauna Complaint,1
1210,1015,Beach/Pool/Sauna Complaint,1
1211,1018,Beach/Pool/Sauna Complaint,1
1212,1213,Beach/Pool/Sauna Complaint,1
1213,1215,Beach/Pool/Sauna Complaint,2
1214,1217,Beach/Pool/Sauna Complaint,1
1215,1314,Beach/Pool/Sauna Complaint,1
1216,1316,Beach/Pool/Sauna Complaint,2
1217,1321,Beach/Pool/Sauna Complaint,1
1218,1326,Beach/Pool/Sauna Complaint,1
1219,1415,Beach/Pool/Sauna Complaint,1
1220,1423,Beach/Pool/Sauna Complaint,1
1221,1513,Beach/Pool/Sauna Complaint,1
1222,1517,Beach/Pool/Sauna Complaint,4
1223,1614,Beach/Pool/Sauna Complaint,2
1224,1615,Beach/Pool/Sauna Complaint,3
1225,1621,Beach/Pool/Sauna Complaint,1
1226,1622,Beach/Pool/Sauna Complaint,3
1227,1626,Beach/Pool/Sauna Complaint,1
1228,1714,Beach/Pool/Sauna Complaint,8
1229,1717,Beach/Pool/Sauna Complaint,1
1230,1721,Beach/Pool/Sauna Complaint,2
1231,1722,Beach/Pool/Sauna Complaint,2
1232,1727,Beach/Pool/Sauna Complaint,1
1233,1729,Beach/Pool/Sauna Complaint,2
1234,1814,Beach/Pool/Sauna Complaint,2
1235,1823,Beach/Pool/Sauna Complaint,2
1236,1914,Beach/Pool/Sauna Complaint,1
1237,1916,Beach/Pool/Sauna Complaint,2
1238,1923,Beach/Pool/Sauna Complaint,3
1239,1924,Beach/Pool/Sauna Complaint,2
1240,1928,Beach/Pool/Sauna Complaint,1
1241,1929,Beach/Pool/Sauna Complaint,1
1242,2016,Beach/Pool/Sauna Complaint,2
1243,2026,Beach/Pool/Sauna Complaint,1
1244,2115,Beach/Pool/Sauna Complaint,3
1245,2123,Beach/Pool/Sauna Complaint,7
1246,2317,Beach/Pool/Sauna Complaint,3
1247,2324,Beach/Pool/Sauna Complaint,1
1248,2424,Beach/Pool/Sauna Complaint,1
1249,2522,Beach/Pool/Sauna Complaint,1
1250,2525,Beach/Pool/Sauna Complaint,2
1251,2526,Beach/Pool/Sauna Complaint,1
1252,2619,Beach/Pool/Sauna Complaint,1
1253,2621,Beach/Pool/Sauna Complaint,1
1254,2719,Beach/Pool/Sauna Complaint,3
1255,2819,Beach/Pool/Sauna Complaint,1
1256,2919,Beach/Pool/Sauna Complaint,2
1257,204,BEST/Site Safety,1
1258,205,BEST/Site Safety,1
1259,304,BEST/Site Safety,1
1260,306,BEST/Site Safety,1
1261,408,BEST/Site Safety,3
1262,504,BEST/Site Safety,1
1263,508,BEST/Site Safety,3
1264,509,BEST/Site Safety,1
1265,514,BEST/Site Safety,2
1266,515,BEST/Site Safety,3
1267,516,BEST/Site Safety,5
1268,517,BEST/Site Safety,2
1269,522,BEST/Site Safety,1
1270,523,BEST/Site Safety,1
1271,603,BEST/Site Safety,1
1272,605,BEST/Site Safety,1
1273,606,BEST/Site Safety,2
1274,608,BEST/Site Safety,2
1275,610,BEST/Site Safety,2
1276,616,BEST/Site Safety,4
1277,618,BEST/Site Safety,1
1278,624,BEST/Site Safety,2
1279,626,BEST/Site Safety,1
1280,706,BEST/Site Safety,3
1281,708,BEST/Site Safety,1
1282,710,BEST/Site Safety,1
1283,713,BEST/Site Safety,5
1284,714,BEST/Site Safety,5
1285,715,BEST/Site Safety,1
1286,716,BEST/Site Safety,3
1287,717,BEST/Site Safety,1
1288,727,BEST/Site Safety,1
1289,807,BEST/Site Safety,2
1290,810,BEST/Site Safety,2
1291,814,BEST/Site Safety,1
1292,815,BEST/Site Safety,2
1293,816,BEST/Site Safety,4
1294,817,BEST/Site Safety,1
1295,905,BEST/Site Safety,1
1296,912,BEST/Site Safety,2
1297,913,BEST/Site Safety,6
1298,914,BEST/Site Safety,5
1299,915,BEST/Site Safety,2
1300,916,BEST/Site Safety,3
1301,917,BEST/Site Safety,2
1302,919,BEST/Site Safety,1
1303,1013,BEST/Site Safety,2
1304,1014,BEST/Site Safety,5
1305,1015,BEST/Site Safety,4
1306,1016,BEST/Site Safety,5
1307,1019,BEST/Site Safety,3
1308,1020,BEST/Site Safety,2
1309,1114,BEST/Site Safety,2
1310,1115,BEST/Site Safety,2
1311,1116,BEST/Site Safety,2
1312,1117,BEST/Site Safety,5
1313,1121,BEST/Site Safety,1
1314,1123,BEST/Site Safety,1
1315,1127,BEST/Site Safety,2
1316,1214,BEST/Site Safety,8
1317,1215,BEST/Site Safety,6
1318,1216,BEST/Site Safety,9
1319,1217,BEST/Site Safety,4
1320,1219,BEST/Site Safety,2
1321,1220,BEST/Site Safety,4
1322,1221,BEST/Site Safety,2
1323,1224,BEST/Site Safety,1
1324,1225,BEST/Site Safety,3
1325,1313,BEST/Site Safety,2
1326,1314,BEST/Site Safety,32
1327,1315,BEST/Site Safety,24
1328,1316,BEST/Site Safety,19
1329,1317,BEST/Site Safety,10
1330,1318,BEST/Site Safety,10
1331,1319,BEST/Site Safety,6
1332,1320,BEST/Site Safety,1
1333,1323,BEST/Site Safety,8
1334,1414,BEST/Site Safety,6
1335,1415,BEST/Site Safety,13
1336,1416,BEST/Site Safety,12
1337,1417,BEST/Site Safety,32
1338,1418,BEST/Site Safety,24
1339,1419,BEST/Site Safety,7
1340,1420,BEST/Site Safety,2
1341,1423,BEST/Site Safety,17
1342,1424,BEST/Site Safety,2
1343,1513,BEST/Site Safety,53
1344,1514,BEST/Site Safety,9
1345,1515,BEST/Site Safety,16
1346,1516,BEST/Site Safety,25
1347,1517,BEST/Site Safety,11
1348,1518,BEST/Site Safety,1
1349,1519,BEST/Site Safety,2
1350,1523,BEST/Site Safety,6
1351,1524,BEST/Site Safety,1
1352,1525,BEST/Site Safety,2
1353,1526,BEST/Site Safety,2
1354,1527,BEST/Site Safety,1
1355,1613,BEST/Site Safety,19
1356,1614,BEST/Site Safety,32
1357,1615,BEST/Site Safety,15
1358,1616,BEST/Site Safety,6
1359,1617,BEST/Site Safety,4
1360,1619,BEST/Site Safety,2
1361,1621,BEST/Site Safety,4
1362,1622,BEST/Site Safety,3
1363,1623,BEST/Site Safety,2
1364,1624,BEST/Site Safety,1
1365,1625,BEST/Site Safety,1
1366,1626,BEST/Site Safety,3
1367,1713,BEST/Site Safety,9
1368,1714,BEST/Site Safety,41
1369,1715,BEST/Site Safety,18
1370,1716,BEST/Site Safety,9
1371,1718,BEST/Site Safety,2
1372,1719,BEST/Site Safety,1
1373,1720,BEST/Site Safety,1
1374,1721,BEST/Site Safety,5
1375,1722,BEST/Site Safety,8
1376,1726,BEST/Site Safety,1
1377,1729,BEST/Site Safety,1
1378,1813,BEST/Site Safety,2
1379,1814,BEST/Site Safety,38
1380,1815,BEST/Site Safety,24
1381,1816,BEST/Site Safety,6
1382,1817,BEST/Site Safety,23
1383,1818,BEST/Site Safety,2
1384,1819,BEST/Site Safety,7
1385,1820,BEST/Site Safety,3
1386,1821,BEST/Site Safety,7
1387,1823,BEST/Site Safety,15
1388,1824,BEST/Site Safety,2
1389,1825,BEST/Site Safety,1
1390,1826,BEST/Site Safety,1
1391,1914,BEST/Site Safety,10
1392,1915,BEST/Site Safety,27
1393,1916,BEST/Site Safety,21
1394,1917,BEST/Site Safety,5
1395,1918,BEST/Site Safety,14
1396,1919,BEST/Site Safety,2
1397,1920,BEST/Site Safety,1
1398,1921,BEST/Site Safety,2
1399,1923,BEST/Site Safety,5
1400,1924,BEST/Site Safety,3
1401,1925,BEST/Site Safety,2
1402,1926,BEST/Site Safety,2
1403,1927,BEST/Site Safety,1
1404,1929,BEST/Site Safety,2
1405,2014,BEST/Site Safety,2
1406,2015,BEST/Site Safety,8
1407,2016,BEST/Site Safety,22
1408,2017,BEST/Site Safety,11
1409,2018,BEST/Site Safety,2
1410,2022,BEST/Site Safety,2
1411,2023,BEST/Site Safety,2
1412,2028,BEST/Site Safety,1
1413,2115,BEST/Site Safety,7
1414,2116,BEST/Site Safety,3
1415,2117,BEST/Site Safety,10
1416,2122,BEST/Site Safety,1
1417,2123,BEST/Site Safety,2
1418,2216,BEST/Site Safety,13
1419,2217,BEST/Site Safety,8
1420,2218,BEST/Site Safety,8
1421,2219,BEST/Site Safety,2
1422,2222,BEST/Site Safety,1
1423,2316,BEST/Site Safety,1
1424,2317,BEST/Site Safety,9
1425,2318,BEST/Site Safety,1
1426,2319,BEST/Site Safety,3
1427,2321,BEST/Site Safety,2
1428,2417,BEST/Site Safety,13
1429,2418,BEST/Site Safety,7
1430,2419,BEST/Site Safety,3
1431,2420,BEST/Site Safety,7
1432,2421,BEST/Site Safety,7
1433,2422,BEST/Site Safety,3
1434,2423,BEST/Site Safety,1
1435,2424,BEST/Site Safety,2
1436,2426,BEST/Site Safety,1
1437,2517,BEST/Site Safety,4
1438,2518,BEST/Site Safety,4
1439,2519,BEST/Site Safety,5
1440,2520,BEST/Site Safety,11
1441,2522,BEST/Site Safety,5
1442,2523,BEST/Site Safety,7
1443,2524,BEST/Site Safety,1
1444,2618,BEST/Site Safety,1
1445,2619,BEST/Site Safety,4
1446,2620,BEST/Site Safety,3
1447,2621,BEST/Site Safety,2
1448,2622,BEST/Site Safety,3
1449,2623,BEST/Site Safety,2
1450,2718,BEST/Site Safety,2
1451,2720,BEST/Site Safety,4
1452,2721,BEST/Site Safety,11
1453,2722,BEST/Site Safety,2
1454,2723,BEST/Site Safety,1
1455,2819,BEST/Site Safety,5
1456,2822,BEST/Site Safety,3
1457,3019,BEST/Site Safety,1
1458,523,Bike Rack Condition,1
1459,616,Bike Rack Condition,1
1460,815,Bike Rack Condition,3
1461,816,Bike Rack Condition,3
1462,914,Bike Rack Condition,1
1463,916,Bike Rack Condition,2
1464,1009,Bike Rack Condition,1
1465,1013,Bike Rack Condition,2
1466,1014,Bike Rack Condition,3
1467,1015,Bike Rack Condition,3
1468,1113,Bike Rack Condition,2
1469,1114,Bike Rack Condition,1
1470,1115,Bike Rack Condition,3
1471,1119,Bike Rack Condition,1
1472,1215,Bike Rack Condition,5
1473,1216,Bike Rack Condition,1
1474,1217,Bike Rack Condition,2
1475,1219,Bike Rack Condition,3
1476,1220,Bike Rack Condition,1
1477,1314,Bike Rack Condition,6
1478,1316,Bike Rack Condition,2
1479,1317,Bike Rack Condition,1
1480,1319,Bike Rack Condition,1
1481,1413,Bike Rack Condition,1
1482,1414,Bike Rack Condition,2
1483,1416,Bike Rack Condition,3
1484,1418,Bike Rack Condition,1
1485,1419,Bike Rack Condition,1
1486,1513,Bike Rack Condition,4
1487,1514,Bike Rack Condition,4
1488,1515,Bike Rack Condition,2
1489,1516,Bike Rack Condition,11
1490,1517,Bike Rack Condition,2
1491,1613,Bike Rack Condition,2
1492,1614,Bike Rack Condition,4
1493,1615,Bike Rack Condition,3
1494,1616,Bike Rack Condition,5
1495,1617,Bike Rack Condition,1
1496,1622,Bike Rack Condition,2
1497,1713,Bike Rack Condition,2
1498,1714,Bike Rack Condition,10
1499,1715,Bike Rack Condition,1
1500,1729,Bike Rack Condition,1
1501,1814,Bike Rack Condition,5
1502,1816,Bike Rack Condition,1
1503,1914,Bike Rack Condition,2
1504,1915,Bike Rack Condition,4
1505,2015,Bike Rack Condition,1
1506,2016,Bike Rack Condition,2
1507,2017,Bike Rack Condition,1
1508,2019,Bike Rack Condition,2
1509,2115,Bike Rack Condition,1
1510,2117,Bike Rack Condition,2
1511,2621,Bike Rack Condition,1
1512,2719,Bike Rack Condition,1
1513,1,Bike/Roller/Skate Chronic,1
1514,100,Bike/Roller/Skate Chronic,1
1515,514,Bike/Roller/Skate Chronic,2
1516,515,Bike/Roller/Skate Chronic,1
1517,516,Bike/Roller/Skate Chronic,1
1518,605,Bike/Roller/Skate Chronic,1
1519,616,Bike/Roller/Skate Chronic,2
1520,617,Bike/Roller/Skate Chronic,2
1521,618,Bike/Roller/Skate Chronic,2
1522,624,Bike/Roller/Skate Chronic,1
1523,707,Bike/Roller/Skate Chronic,1
1524,714,Bike/Roller/Skate Chronic,2
1525,718,Bike/Roller/Skate Chronic,3
1526,813,Bike/Roller/Skate Chronic,1
1527,814,Bike/Roller/Skate Chronic,1
1528,817,Bike/Roller/Skate Chronic,1
1529,819,Bike/Roller/Skate Chronic,1
1530,912,Bike/Roller/Skate Chronic,3
1531,913,Bike/Roller/Skate Chronic,1
1532,915,Bike/Roller/Skate Chronic,4
1533,916,Bike/Roller/Skate Chronic,1
1534,917,Bike/Roller/Skate Chronic,1
1535,919,Bike/Roller/Skate Chronic,1
1536,1004,Bike/Roller/Skate Chronic,1
1537,1009,Bike/Roller/Skate Chronic,2
1538,1014,Bike/Roller/Skate Chronic,1
1539,1015,Bike/Roller/Skate Chronic,3
1540,1016,Bike/Roller/Skate Chronic,1
1541,1115,Bike/Roller/Skate Chronic,3
1542,1116,Bike/Roller/Skate Chronic,1
1543,1117,Bike/Roller/Skate Chronic,1
1544,1118,Bike/Roller/Skate Chronic,2
1545,1121,Bike/Roller/Skate Chronic,1
1546,1213,Bike/Roller/Skate Chronic,1
1547,1214,Bike/Roller/Skate Chronic,1
1548,1215,Bike/Roller/Skate Chronic,4
1549,1216,Bike/Roller/Skate Chronic,1
1550,1217,Bike/Roller/Skate Chronic,2
1551,1221,Bike/Roller/Skate Chronic,1
1552,1222,Bike/Roller/Skate Chronic,3
1553,1228,Bike/Roller/Skate Chronic,1
1554,1313,Bike/Roller/Skate Chronic,1
1555,1314,Bike/Roller/Skate Chronic,7
1556,1315,Bike/Roller/Skate Chronic,2
1557,1318,Bike/Roller/Skate Chronic,1
1558,1321,Bike/Roller/Skate Chronic,4
1559,1322,Bike/Roller/Skate Chronic,1
1560,1324,Bike/Roller/Skate Chronic,2
1561,1328,Bike/Roller/Skate Chronic,1
1562,1413,Bike/Roller/Skate Chronic,3
1563,1414,Bike/Roller/Skate Chronic,7
1564,1415,Bike/Roller/Skate Chronic,4
1565,1416,Bike/Roller/Skate Chronic,3
1566,1418,Bike/Roller/Skate Chronic,3
1567,1419,Bike/Roller/Skate Chronic,2
1568,1420,Bike/Roller/Skate Chronic,1
1569,1422,Bike/Roller/Skate Chronic,2
1570,1425,Bike/Roller/Skate Chronic,2
1571,1513,Bike/Roller/Skate Chronic,13
1572,1514,Bike/Roller/Skate Chronic,9
1573,1515,Bike/Roller/Skate Chronic,3
1574,1516,Bike/Roller/Skate Chronic,2
1575,1519,Bike/Roller/Skate Chronic,4
1576,1523,Bike/Roller/Skate Chronic,3
1577,1525,Bike/Roller/Skate Chronic,1
1578,1613,Bike/Roller/Skate Chronic,8
1579,1614,Bike/Roller/Skate Chronic,18
1580,1615,Bike/Roller/Skate Chronic,20
1581,1616,Bike/Roller/Skate Chronic,1
1582,1617,Bike/Roller/Skate Chronic,1
1583,1619,Bike/Roller/Skate Chronic,1
1584,1620,Bike/Roller/Skate Chronic,2
1585,1622,Bike/Roller/Skate Chronic,3
1586,1625,Bike/Roller/Skate Chronic,2
1587,1713,Bike/Roller/Skate Chronic,3
1588,1714,Bike/Roller/Skate Chronic,16
1589,1715,Bike/Roller/Skate Chronic,32
1590,1718,Bike/Roller/Skate Chronic,2
1591,1719,Bike/Roller/Skate Chronic,1
1592,1813,Bike/Roller/Skate Chronic,1
1593,1814,Bike/Roller/Skate Chronic,7
1594,1815,Bike/Roller/Skate Chronic,12
1595,1816,Bike/Roller/Skate Chronic,4
1596,1818,Bike/Roller/Skate Chronic,1
1597,1820,Bike/Roller/Skate Chronic,1
1598,1914,Bike/Roller/Skate Chronic,7
1599,1915,Bike/Roller/Skate Chronic,18
1600,1916,Bike/Roller/Skate Chronic,19
1601,1917,Bike/Roller/Skate Chronic,1
1602,1918,Bike/Roller/Skate Chronic,7
1603,1920,Bike/Roller/Skate Chronic,1
1604,1924,Bike/Roller/Skate Chronic,1
1605,1925,Bike/Roller/Skate Chronic,1
1606,1926,Bike/Roller/Skate Chronic,1
1607,1927,Bike/Roller/Skate Chronic,1
1608,2014,Bike/Roller/Skate Chronic,2
1609,2015,Bike/Roller/Skate Chronic,11
1610,2016,Bike/Roller/Skate Chronic,12
1611,2017,Bike/Roller/Skate Chronic,2
1612,2018,Bike/Roller/Skate Chronic,1
1613,2019,Bike/Roller/Skate Chronic,1
1614,2115,Bike/Roller/Skate Chronic,10
1615,2116,Bike/Roller/Skate Chronic,2
1616,2117,Bike/Roller/Skate Chronic,31
1617,2215,Bike/Roller/Skate Chronic,1
1618,2216,Bike/Roller/Skate Chronic,6
1619,2217,Bike/Roller/Skate Chronic,3
1620,2219,Bike/Roller/Skate Chronic,1
1621,2222,Bike/Roller/Skate Chronic,1
1622,2316,Bike/Roller/Skate Chronic,1
1623,2317,Bike/Roller/Skate Chronic,1
1624,2318,Bike/Roller/Skate Chronic,4
1625,2321,Bike/Roller/Skate Chronic,3
1626,2417,Bike/Roller/Skate Chronic,2
1627,2418,Bike/Roller/Skate Chronic,2
1628,2419,Bike/Roller/Skate Chronic,1
1629,2420,Bike/Roller/Skate Chronic,3
1630,2421,Bike/Roller/Skate Chronic,3
1631,2422,Bike/Roller/Skate Chronic,2
1632,2517,Bike/Roller/Skate Chronic,7
1633,2518,Bike/Roller/Skate Chronic,1
1634,2519,Bike/Roller/Skate Chronic,1
1635,2526,Bike/Roller/Skate Chronic,1
1636,2617,Bike/Roller/Skate Chronic,1
1637,2618,Bike/Roller/Skate Chronic,2
1638,2620,Bike/Roller/Skate Chronic,1
1639,2622,Bike/Roller/Skate Chronic,3
1640,2718,Bike/Roller/Skate Chronic,1
1641,2719,Bike/Roller/Skate Chronic,1
1642,2720,Bike/Roller/Skate Chronic,8
1643,2721,Bike/Roller/Skate Chronic,6
1644,2722,Bike/Roller/Skate Chronic,1
1645,2818,Bike/Roller/Skate Chronic,2
1646,2820,Bike/Roller/Skate Chronic,1
1647,2822,Bike/Roller/Skate Chronic,1
1648,2919,Bike/Roller/Skate Chronic,2
1649,2922,Bike/Roller/Skate Chronic,1
1650,0,Blocked Driveway,9
1651,1,Blocked Driveway,3
1652,100,Blocked Driveway,1
1653,102,Blocked Driveway,5
1654,103,Blocked Driveway,2
1655,200,Blocked Driveway,1
1656,201,Blocked Driveway,12
1657,202,Blocked Driveway,8
1658,203,Blocked Driveway,10
1659,204,Blocked Driveway,1
1660,205,Blocked Driveway,18
1661,206,Blocked Driveway,4
1662,301,Blocked Driveway,3
1663,302,Blocked Driveway,11
1664,303,Blocked Driveway,27
1665,304,Blocked Driveway,19
1666,305,Blocked Driveway,31
1667,306,Blocked Driveway,18
1668,402,Blocked Driveway,1
1669,403,Blocked Driveway,28
1670,404,Blocked Driveway,25
1671,405,Blocked Driveway,16
1672,406,Blocked Driveway,31
1673,407,Blocked Driveway,18
1674,408,Blocked Driveway,23
1675,505,Blocked Driveway,9
1676,506,Blocked Driveway,4
1677,507,Blocked Driveway,20
1678,508,Blocked Driveway,29
1679,509,Blocked Driveway,8
1680,513,Blocked Driveway,2
1681,514,Blocked Driveway,30
1682,515,Blocked Driveway,50
1683,516,Blocked Driveway,224
1684,517,Blocked Driveway,40
1685,522,Blocked Driveway,17
1686,523,Blocked Driveway,39
1687,603,Blocked Driveway,8
1688,604,Blocked Driveway,2
1689,605,Blocked Driveway,97
1690,606,Blocked Driveway,1
1691,607,Blocked Driveway,1
1692,608,Blocked Driveway,30
1693,609,Blocked Driveway,48
1694,610,Blocked Driveway,18
1695,614,Blocked Driveway,83
1696,615,Blocked Driveway,141
1697,616,Blocked Driveway,398
1698,617,Blocked Driveway,203
1699,618,Blocked Driveway,16
1700,624,Blocked Driveway,42
1701,625,Blocked Driveway,15
1702,627,Blocked Driveway,6
1703,703,Blocked Driveway,4
1704,704,Blocked Driveway,8
1705,705,Blocked Driveway,23
1706,706,Blocked Driveway,48
1707,707,Blocked Driveway,34
